3493.324503530815	300.0	1000.0	16.342700841402554	0	0.0	0	3493.324503530815	0	0	-0.15639132724822485
3647.64900706163	300.0	2000.0	16.342700841402554	0	0.0	0	3647.64900706163	1	0	-0.16558137398658745
4470.856506631429	2000.0	2176.7925004302024	0.0	0	0.0	0	3647.649007061631	1	0	0.31189882803900404
5506.2059182842395	3000.0	2141.443088777391	0.0	0	0.0	0	3647.6490070616305	1	0	0.39299184966063705
6775.458160281949	3000.0	1872.1908467796807	0.0	0	0.0	0	3647.6490070616296	1	0	0.3929918496606371
8450.246507258476	3000.0	1197.4024998031518	0.0	0	0.0	0	3647.649007061629	1	0	0.39299184966063716
9603.921780283215	3000.0	1043.7272267784151	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
10520.617564516253	3000.0	1127.0314425453776	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
11319.507262163193	3000.0	1328.1417448984362	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
12005.517408453456	3000.0	1642.1315986081736	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
12878.700165242826	3000.0	1768.9488418188032	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
13860.368992562042	3000.0	1787.2800144995851	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
14757.950503321907	3000.0	1889.6985037397194	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
15655.508535600049	3000.0	1992.1404714615749	0.0	0	0.0	0	3647.649007061633	1	0	0.3929918496606369
16597.63570679585	3000.0	2050.013300265775	0.0	0	0.0	0	3647.649007061631	1	0	0.392991849660637
18064.93880097315	6000.0	1582.7102060884722	0.0	0	0.0	0	3647.649007061629	1	0	0.5316212857726261
19152.120685310965	6000.0	1495.5283217506585	0.0	0	0.0	0	3647.6490070616346	1	0	0.5316212857726258
20057.68182084776	6000.0	1589.9671862138614	0.0	0	0.0	0	3647.6490070616346	1	0	0.5316212857726258
20686.171447940116	3000.0	1961.4775591215089	0.0	0	0.0	0	3647.6490070616346	1	0	0.39299184966063677
