2	2000.0	0.628	0.865	0.893	0.931	0.965	1.0	
2	3000.0	0.277	0.765	0.844	0.869	0.944	1.0	
2	4000.0	-0.36	0.505	0.665	0.723	0.842	1.0	
3	2000.0	0.642	0.865	0.91	0.913	0.953	1.0	
3	3000.0	0.508	0.816	0.846	0.848	0.937	1.0	
3	4000.0	0.225	0.715	0.781	0.783	0.906	1.0	
4	2000.0	-0.089	0.828	0.854	0.905	0.961	1.0	
4	3000.0	-0.252	0.735	0.745	0.851	0.948	1.0	
4	4000.0	-0.943	0.431	0.477	0.656	0.852	1.0	
